date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:29	20850/20850	---M--	200	added ('OK')	image/jpeg	etag:W/%225172-1951f6f0b70%22	https://edition.cnn.com/media/sites/cnn/cnn-fallback-image.jpg	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/media/sites/cnn/cnn-fallback-image.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:29	704/704	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202024%2017:56:19%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/150820163747-profile-background-stock-no-photo.jpg?c=16x9&q=h_270,w_480,c_fill/c_thumb,g_face,w_100,h_100	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/150820163747-profile-background-stock-no-photo2cc2.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:29	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:28%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://www.cnn.com/%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/www.cnn.com/_	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:30	176578/176578	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202023%2023:06:09%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/160912145855-pneumonia.jpg?q=x_5,y_164,h_2663,w_4733,c_crop/w_1280	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/160912145855-pneumonia49f2.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:30	111684/111684	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202023%2023:06:09%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/160912145855-pneumonia.jpg?q=x_5,y_164,h_2663,w_4733,c_crop/h_540,w_960	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/160912145855-pneumoniab68d.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:30	11269/11269	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202023%2023:06:09%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/160912145855-pneumonia.jpg?q=x_5,y_164,h_2663,w_4733,c_crop/w_250	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/160912145855-pneumonia9b50.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:30	7114/7114	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202025%2001:59:24%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/fareed3.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/fareed30085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:30	45923/45923	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202025%2001:59:24%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/fareed3.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/fareed36f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:31	8906/8906	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202025%2000:06:40%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/brothers.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/brothers0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:31	59810/59810	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202025%2000:06:40%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/brothers.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/brothers6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:31	8623/8623	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2016:43:22%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/111370-avalanchechina.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/111370-avalanchechina0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:31	44733/44733	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2016:43:22%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/111370-avalanchechina.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/111370-avalanchechina6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:32	10239/10239	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2023:01:03%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/gold-toilet-heist-cctv.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/gold-toilet-heist-cctv0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:32	79688/79688	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2023:01:03%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/gold-toilet-heist-cctv.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/gold-toilet-heist-cctv6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:32	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:31%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://www.cnn.com/profiles/sanjay-gupta-profile%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/www.cnn.com/profiles/sanjay-gupta-profile_	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:33	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:31%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://media.cnn.com/api/v1/images/stellar/prod/140326162449-sanjay-gupta.jpg?q=x_2,y_0,h_898,w_1596,c_crop/h_270,w_480/c_thumb,g_face,w_100,h_100%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/media.cnn.com/api/v1/images/stellar/prod/140326162449-sanjay-gupta.1ef122.delayed	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:33	160455/160455	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2014:32:00%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/20250225-gupta-pope-cnn.jpg?c=original	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/20250225-gupta-pope-cnn899f.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:33	7247/7247	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2014:32:00%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/20250225-gupta-pope-cnn.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/20250225-gupta-pope-cnn0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:33	63139/63139	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2014:32:00%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/20250225-gupta-pope-cnn.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/20250225-gupta-pope-cnn6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:33	11180/11180	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2012:18:56%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/111366-russia-protest-clean-brighter.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/111366-russia-protest-clean-brighter0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:34	59478/59478	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2012:18:56%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/111366-russia-protest-clean-brighter.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/111366-russia-protest-clean-brighter6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:34	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:33%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://www.cnn.com/shows/erin-burnett-out-front%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/www.cnn.com/shows/erin-burnett-out-front_.24.delayed	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:34	10784/10784	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2008:30:48%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/250224-ebof-putin-00-03-13-01-still001.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/250224-ebof-putin-00-03-13-01-still0010085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:34	55487/55487	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Feb%202025%2008:30:48%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/250224-ebof-putin-00-03-13-01-still001.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/250224-ebof-putin-00-03-13-01-still0016f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:35	9378/9378	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Feb%202025%2019:58:11%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/still-21408135-2685299-531-still.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/still-21408135-2685299-531-still0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:35	74323/74323	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Feb%202025%2019:58:11%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/still-21408135-2685299-531-still.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/still-21408135-2685299-531-still6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:36	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:35%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://www.cnn.com/profiles/john-general%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/www.cnn.com/profiles/john-general_.29.delayed	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:36	9843/9843	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202025%2008:35:52%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/2025-02-23t073051z-1332953857-rc260davrnn4-rtrmadp-3-germany-election.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/2025-02-23t073051z-1332953857-rc260davrnn4-rtrmadp-3-germany-election0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:36	74178/74178	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202025%2008:35:52%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/2025-02-23t073051z-1332953857-rc260davrnn4-rtrmadp-3-germany-election.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/2025-02-23t073051z-1332953857-rc260davrnn4-rtrmadp-3-germany-election6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:37	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:36%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://www.cnn.com/profiles/nic-robertson%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/www.cnn.com/profiles/nic-robertson_.2c.delayed	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:37	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:36%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://media.cnn.com/api/v1/images/stellar/prod/230620122953-nic-robertson-2023.jpg?c=16x9&q=h_270,w_480,c_fill/c_thumb,g_face,w_100,h_100%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/media.cnn.com/api/v1/images/stellar/prod/230620122953-nic-robertson-2023.2dfc6f.delayed	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:38	13578/13578	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Feb%202025%2016:36:50%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/yael-alexander-hostage-mother-0222-dig.jpg?c=16x9&q=w_250,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/yael-alexander-hostage-mother-0222-dig0085.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:38	217654/217654	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Feb%202025%2016:36:50%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/yael-alexander-hostage-mother-0222-dig.jpg?c=original	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/yael-alexander-hostage-mother-0222-dig899f.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:38	79942/79942	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Feb%202025%2016:36:50%20GMT	https://media.cnn.com/api/v1/images/stellar/prod/yael-alexander-hostage-mother-0222-dig.jpg?c=16x9&q=h_540,w_960,c_fill	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/media.cnn.com/api/v1/images/stellar/prod/yael-alexander-hostage-mother-0222-dig6f08.jpg	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:38	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:37%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://www.cnn.com/profiles/nick-paton-walsh%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/www.cnn.com/profiles/nick-paton-walsh_.31.delayed	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
17:10:38	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Feb%202025%2011:40:37%20GMT	https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/%22https://media.cnn.com/api/v1/images/stellar/prod/181120154047-nick-paton-walsh-2018.jpg?c=16x9&q=h_270,w_480,c_fill/c_thumb,g_face,w_100,h_100%22	C:/Users/Dinesh.LAPTOP-OO5HEB93/Documents/Clone%20Sites/CNN-New%20Virus/edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/_https_/media.cnn.com/api/v1/images/stellar/prod/181120154047-nick-paton-walsh-2018.32fc6f.delayed	(from https://edition.cnn.com/2020/01/06/health/china-pneumonia-intl-hnk/index.html)
